id,filename,item,itemtext,type,relevance,count,year,sentiment,anger,fear,joy,sadness,disgust
1,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,"United Nations",NULL,0.980075,0,2016,0,0,0,0,0,0
2,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,"Ban Ki-moon",NULL,0.927346,0,2016,0,0,0,0,0,0
3,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,"Humanitarian aid",NULL,0.636054,0,2016,0,0,0,0,0,0
4,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,"Secretary-General of the United Nations",NULL,0.47464,0,2016,0,0,0,0,0,0
5,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,Future,NULL,0.447565,0,2016,0,0,0,0,0,0
6,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Concepts,"Barack Obama",NULL,0.405723,0,2016,0,0,0,0,0,0
7,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Categories,"/law, govt and politics/legal issues/human rights",NULL,0.576359,0,2016,0,0,0,0,0,0
8,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Categories,"/society/unrest and war",NULL,0.353191,0,2016,0,0,0,0,0,0
9,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Categories,"/law, govt and politics/government",NULL,0.316262,0,2016,0,0,0,0,0,0
10,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Syria,Location,0.772508,0,2016,-0.415574,0.075008,0.395153,0.319723,0.3097,0.013327
11,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"United Nations",Organization,0.609861,0,2016,0.569569,0.177746,0.094986,0.488228,0.216967,0.135665
12,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Europe,Location,0.583111,0,2016,-0.290017,0.048619,0.176428,0.112343,0.218363,0.118978
13,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,UN,Organization,0.451905,0,2016,0.755379,0.230133,0.331559,0.159786,0.191136,0.313531
14,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Ukraine,Location,0.404014,0,2016,-0.646543,0.088513,0.169936,0.207353,0.554064,0.036499
15,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Germany,Location,0.397705,0,2016,0.673704,0.016767,0.211134,0.111782,0.273526,0.274313
16,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"Ban Ki-moon",Person,0.393334,0,2016,0.71723,0.343683,0.033956,0.215577,0.100269,0.349733
17,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"United Nations",Organization,0.384547,0,2016,0,0.177746,0.094986,0.488228,0.216967,0.135665
18,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"UN Charter",Organization,0.368784,0,2016,0,0.130929,0.094114,0.196038,0.110604,0.063128
19,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Assad,Person,0.367614,0,2016,-0.717271,0.103454,0.086377,0.384284,0.261573,0.127258
20,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"New York",Location,0.366741,0,2016,-0.535684,0.215182,0.344661,0.064529,0.251041,0.283688
21,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Secretary-General,JobTitle,0.359103,0,2016,0.71723,0.343683,0.033956,0.215577,0.100269,0.349733
22,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"North Korea",Location,0.358004,0,2016,-0.588912,0.299667,0.332296,0.153615,0.244402,0.158633
23,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Libya,Location,0.351118,0,2016,-0.295621,0.099887,0.091538,0.196341,0.139307,0.07836
24,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Yemen,Location,0.350235,0,2016,-0.248198,0.094489,0.096951,0.198354,0.145545,0.089427
25,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,Germany,Location,0.346552,0,2016,0,0.016767,0.211134,0.111782,0.273526,0.274313
26,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Entities,"United States",Location,0.338096,0,2016,0,0.038327,0.186378,0.398119,0.310037,0.083918
27,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,choice,NULL,0.967708,0,2016,0.2426,0.053242,0.087437,0.549005,0.538579,0.05893
28,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"Secretary-General Ban Ki-moon",NULL,0.887788,0,2016,0.71723,0.343683,0.033956,0.215577,0.100269,0.349733
29,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"United Nations",NULL,0.831513,0,2016,0,0.099247,0.009474,0.462233,0.333769,0.048091
30,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"international law",NULL,0.810742,0,2016,-0.557765,0.205389,0.139006,0.235382,0.208958,0.101083
31,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,world,NULL,0.769528,0,2016,0.095714,0.132268,0.084589,0.657933,0.570726,0.079043
32,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"international order",NULL,0.76537,0,2016,0.393061,0.040618,0.025364,0.715176,0.138228,0.002449
33,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"purpose-oriented power alliances",NULL,0.76335,0,2016,-0.401705,0.150423,0.069033,0.163613,0.608404,0.021065
34,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,future,NULL,0.763041,0,2016,-0.249827,0.054956,0.065568,0.606079,0.130229,0.096658
35,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"cooperative security lie",NULL,0.762784,0,2016,0,0.077934,0.055671,0.59775,0.151527,0.004601
36,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"New York",NULL,0.75824,0,2016,-0.535684,0.215182,0.344661,0.064529,0.251041,0.283688
37,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"important choice",NULL,0.755779,0,2016,0.587007,0.11433,0.105857,0.501073,0.177707,0.117478
38,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"right choice",NULL,0.755085,0,2016,0.539784,0.064189,0.071908,0.512505,0.129389,0.053933
39,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"North Korea",NULL,0.753359,0,2016,-0.588912,0.299667,0.332296,0.153615,0.244402,0.158633
40,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"eastern Ukraine",NULL,0.753132,0,2016,-0.646543,0.071802,0.165318,0.265553,0.235006,0.039305
41,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"supposedly possible withdrawal",NULL,0.752313,0,2016,-0.585935,0.197433,0.139387,0.068259,0.695804,0.10987
42,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"humanitarian aid",NULL,0.751318,0,2016,0.201107,0.265107,0.252161,0.048426,0.303224,0.445537
43,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"German foreign policy",NULL,0.749293,0,2016,0.532144,0.040914,0.079321,0.166399,0.112168,0.091545
44,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"new internal borders",NULL,0.748818,0,2016,-0.752291,0.039298,0.286941,0.404877,0.155868,0.070833
45,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"blatant manner time",NULL,0.74724,0,2016,-0.468987,0.29008,0.097548,0.124788,0.199216,0.255334
46,"/home/jdellaria/Desktop/UNGA Speeches/2016/DEU_71.txt.nlu.json",Keyword,"latest nuclear test",NULL,0.746764,0,2016,-0.708838,0.146465,0.524925,0.171263,0.232923,0.048696
47,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"United Nations",NULL,0.950759,0,2016,0,0,0,0,0,0
48,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Human rights",NULL,0.805277,0,2016,0,0,0,0,0,0
49,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Democracy,NULL,0.630888,0,2016,0,0,0,0,0,0
50,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Millennium Development Goals",NULL,0.602179,0,2016,0,0,0,0,0,0
51,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"United Nations General Assembly",NULL,0.554391,0,2016,0,0,0,0,0,0
52,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Law,NULL,0.402231,0,2016,0,0,0,0,0,0
53,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Sustainable development",NULL,0.378084,0,2016,0,0,0,0,0,0
54,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"International development",NULL,0.366599,0,2016,0,0,0,0,0,0
55,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Universal Declaration of Human Rights",NULL,0.364506,0,2016,0,0,0,0,0,0
56,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Humanitarian aid",NULL,0.345552,0,2016,0,0,0,0,0,0
57,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"United Nations Human Rights Council",NULL,0.312299,0,2016,0,0,0,0,0,0
58,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"United Nations Commission on Human Rights",NULL,0.311307,0,2016,0,0,0,0,0,0
59,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Mongolia,NULL,0.294161,0,2016,0,0,0,0,0,0
60,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Development,NULL,0.293678,0,2016,0,0,0,0,0,0
61,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"United Nations System",NULL,0.282945,0,2016,0,0,0,0,0,0
62,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Sustainability,NULL,0.281995,0,2016,0,0,0,0,0,0
63,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Peace,NULL,0.26003,0,2016,0,0,0,0,0,0
64,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"African Charter on Human and Peoples' Rights",NULL,0.250346,0,2016,0,0,0,0,0,0
65,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,Terrorism,NULL,0.249363,0,2016,0,0,0,0,0,0
66,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Concepts,"Vienna Declaration and Programme of Action",NULL,0.246152,0,2016,0,0,0,0,0,0
67,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Categories,"/law, govt and politics/legal issues/human rights",NULL,0.734499,0,2016,0,0,0,0,0,0
68,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Categories,"/law, govt and politics/espionage and intelligence/terrorism",NULL,0.378654,0,2016,0,0,0,0,0,0
69,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Categories,"/law, govt and politics/government",NULL,0.256148,0,2016,0,0,0,0,0,0
70,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,MONGOLIA,Location,0.943918,0,2016,0.0213633,0.43148,0.097968,0.210773,0.230891,0.163622
71,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"UNITED NATIONS",Organization,0.47742,0,2016,0.27994,0.146281,0.023092,0.635388,0.185885,0.1229
72,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"President of Mongolia",JobTitle,0.325862,0,2016,0,0.167501,0.063464,0.044918,0.248684,0.233904
73,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"Mr. President",Person,0.31911,0,2016,0,0.259719,0.034235,0.251677,0.077545,0.11789
74,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"UN General Assembly",Organization,0.318957,0,2016,0.851919,0.107,0.007604,0.76417,0.095077,0.068744
75,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"United Nations Human Rights Council",Organization,0.316705,0,2016,0.837652,0.073198,0.050034,0.166832,0.155797,0.386586
76,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"International Cooperation Fund of Mongolia",Organization,0.297096,0,2016,0,0.155743,0.022105,0.101027,0.040051,0.102994
77,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,Paris,Location,0.290882,0,2016,0.510332,0.062799,0.068554,0.604815,0.140308,0.064176
78,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"Head of State of Mongolia",JobTitle,0.278495,0,2016,0.859518,0.075672,0.018036,0.808892,0.078701,0.019424
79,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,PRESIDENT,JobTitle,0.275568,0,2016,0,0.525896,0.061288,0.136953,0.131372,0.219497
80,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,Mongolia,Location,0.261403,0,2016,0.47436,0.043815,0.127273,0.118727,0.087122,0.423281
81,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"New York",Location,0.240923,0,2016,0,0.020235,0.004695,0.069854,0.279293,0.054082
82,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"International Institute for Democracy and Electoral Assistance",Organization,0.234481,0,2016,0,0.050139,0.076282,0.230246,0.071564,0.026469
83,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,N.Y.,Location,0.218378,0,2016,0,0.094071,0.097915,0.157742,0.158132,0.119448
84,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,"MR. TSAKHIA",Person,0.217285,0,2016,0,0.622746,0.00861,0.170535,0.025075,0.399648
85,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,defivery,Company,0.216496,0,2016,0,0.030791,0.056446,0.245124,0.046155,0.035654
86,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,president,JobTitle,0.216263,0,2016,0.966851,0.021269,0.009551,0.917498,0.035685,0.016228
87,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Entities,Secretary-General,JobTitle,0.203602,0,2016,0,0.19183,0.083614,0.166991,0.146421,0.076151
88,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"human rights",NULL,0.991658,0,2016,0.110769,0.046727,0.138596,0.092278,0.569275,0.191046
89,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"united nations",NULL,0.924427,0,2016,0.459081,0.150756,0.031882,0.630082,0.171244,0.136322
90,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,mongolia,NULL,0.903152,0,2016,0.0791839,0.427207,0.092219,0.219004,0.214141,0.16809
91,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"sustainable development",NULL,0.821561,0,2016,0.64247,0.059039,0.039801,0.589748,0.073492,0.042829
92,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"sustainable development goals",NULL,0.819128,0,2016,0.62888,0.208961,0.004204,0.649478,0.011809,0.042735
93,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"general assembly",NULL,0.746459,0,2016,0.851919,0.180842,0.056638,0.645305,0.178275,0.103582
94,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"Human Rights Council",NULL,0.685432,0,2016,0.837652,0.073198,0.050034,0.166832,0.155797,0.386586
95,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"Mr. President",NULL,0.665864,0,2016,0,0.259719,0.034235,0.251677,0.077545,0.11789
96,"/home/jdellaria/Desktop/UNGA Speeches/2016/MNG_71.txt.nlu.json",Keyword,"paris agreement",NULL,0.662549,0,2016,0.510332,0.03339,0.026592,0.566588,0.025303,0.061415
